<android.webkit.WebHistoryItem: android.webkit.WebHistoryItem clone()>
<java.lang.Thread: java.lang.Thread$UncaughtExceptionHandler getDefaultUncaughtExceptionHandler()>
<android.graphics.Bitmap: android.graphics.Bitmap createBitmap(int,int,android.graphics.Bitmap$Config)>
<java.lang.Enum: java.lang.String toString()>
<java.text.DateFormat: java.lang.String format(java.util.Date)>
<java.io.ByteArrayOutputStream: byte[] toByteArray()>
<java.net.NetworkInterface: java.util.Enumeration getInetAddresses()>
<java.lang.Class: java.lang.Object newInstance()>
<java.util.LinkedList: java.lang.Object remove()>
<android.location.Location: float getAccuracy()>
<java.io.File: java.io.File[] listFiles()>
<android.app.ActivityManager: void getMemoryInfo(android.app.ActivityManager$MemoryInfo)>
<java.util.StringTokenizer: java.lang.String nextToken()>
<android.graphics.Bitmap: int getWidth()>
<android.os.Environment: java.io.File getExternalStoragePublicDirectory(java.lang.String)>
<android.net.Uri: android.net.Uri parse(java.lang.String)>
<java.util.Locale: java.lang.String getCountry()>
<android.util.SparseArray: android.util.SparseArray clone()>
<java.lang.Class: java.lang.reflect.Method getMethod(java.lang.String,java.lang.Class[])>
<android.os.Handler: android.os.Looper getLooper()>
<java.lang.Class: java.lang.reflect.Method getDeclaredMethod(java.lang.String,java.lang.Class[])>
<java.util.AbstractCollection: java.lang.Object[] toArray(java.lang.Object[])>
<java.nio.charset.Charset: java.nio.charset.Charset forName(java.lang.String)>
<java.util.HashSet: java.util.Iterator iterator()>
<java.util.LinkedList: java.lang.Object getLast()>
<android.content.Intent: int getIntExtra(java.lang.String,int)>
<android.content.ContentResolver: android.database.Cursor query(android.net.Uri,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String)>
<java.lang.String: byte[] getBytes()>
<java.util.AbstractMap: java.lang.String toString()>
<android.view.Display: int getHeight()>
<android.location.Location: double getLongitude()>
<java.lang.Float: java.lang.String toString()>
<android.content.Intent: java.io.Serializable getSerializableExtra(java.lang.String)>
<android.webkit.CookieSyncManager: android.webkit.CookieSyncManager createInstance(android.content.Context)>
<java.net.URI: int getPort()>
<java.lang.Thread: long getId()>
<java.util.LinkedHashMap: java.lang.Object get(java.lang.Object)>
<java.math.BigDecimal: double doubleValue()>
<android.view.View: android.graphics.drawable.Drawable getBackground()>
<android.sax.Element: android.sax.Element getChild(java.lang.String)>
<android.graphics.drawable.Drawable: int getIntrinsicWidth()>
<java.net.URI: java.lang.String getPath()>
<android.content.ContextWrapper: java.io.File getCacheDir()>
<android.view.MotionEvent: float getY()>
<java.lang.reflect.Constructor: java.lang.Class getDeclaringClass()>
<java.lang.reflect.Field: java.lang.Class getType()>
<java.lang.StackTraceElement: java.lang.String toString()>
<java.lang.Double: double doubleValue()>
<android.hardware.SensorManager: java.util.List getSensorList(int)>
<android.app.Activity: int getRequestedOrientation()>
<android.widget.ImageView: android.graphics.Matrix getImageMatrix()>
<android.content.Intent: java.lang.String getAction()>
<android.text.method.SingleLineTransformationMethod: android.text.method.SingleLineTransformationMethod getInstance()>
<android.view.View: android.content.Context getContext()>
<java.util.HashMap: java.lang.Object get(java.lang.Object)>
<android.view.KeyEvent: int getKeyCode()>
<android.media.AudioManager: int getStreamVolume(int)>
<android.content.Intent: int getFlags()>
<java.lang.reflect.Array: int getLength(java.lang.Object)>
<java.util.Locale: java.lang.String getLanguage()>
<android.view.MotionEvent: int getAction()>
<android.telephony.TelephonyManager: java.lang.String getLine1Number()>
<java.lang.Character: char charValue()>
<java.nio.Buffer: java.nio.Buffer clear()>
<java.lang.String: java.lang.String toString()>
<java.lang.reflect.Constructor: int getModifiers()>
<java.net.Socket: java.net.InetAddress getLocalAddress()>
<java.lang.Long: long longValue()>
<java.lang.Class: java.lang.reflect.Type getGenericSuperclass()>
<java.util.AbstractSequentialList: java.util.Iterator iterator()>
<java.lang.reflect.Field: long getLong(java.lang.Object)>
<org.apache.http.HttpHost: java.lang.String toURI()>
<android.telephony.TelephonyManager: java.lang.String getSimOperator()>
<java.util.Properties: java.lang.String getProperty(java.lang.String)>
<android.net.NetworkInfo: java.lang.String getTypeName()>
<java.net.URLConnection: java.io.InputStream getInputStream()>
<android.view.KeyEvent: int getRepeatCount()>
<org.apache.http.impl.client.BasicCookieStore: java.util.List getCookies()>
<android.provider.Settings$System: java.lang.String getString(android.content.ContentResolver,java.lang.String)>
<android.animation.Animator: android.animation.Animator clone()>
<java.lang.ref.Reference: java.lang.Object get()>
<java.security.MessageDigest: int getDigestLength()>
<android.view.Display: int getRotation()>
<android.telephony.TelephonyManager: java.lang.String getSimSerialNumber()>
<android.net.wifi.WifiManager: android.net.wifi.WifiInfo getConnectionInfo()>
<java.lang.Class: java.io.InputStream getResourceAsStream(java.lang.String)>
<android.content.res.Resources: java.lang.String getString(int)>
<android.content.ContentValues: java.lang.Object get(java.lang.String)>
<android.app.Activity: android.view.Window getWindow()>
<java.util.concurrent.ConcurrentHashMap: java.util.Collection values()>
<android.view.View: android.view.ViewParent getParent()>
<java.util.concurrent.LinkedBlockingQueue: java.lang.Object take()>
<android.sax.Element: android.sax.Element getChild(java.lang.String,java.lang.String)>
<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>
<android.app.PendingIntent: android.content.IntentSender getIntentSender()>
<java.lang.Class: java.lang.reflect.Field[] getFields()>
<android.telephony.TelephonyManager: int getNetworkType()>
<java.lang.StringBuffer: java.lang.String toString()>
<android.content.res.Resources: android.content.res.XmlResourceParser getXml(int)>
<android.widget.RemoteViews: android.widget.RemoteViews clone()>
<android.view.MotionEvent: int getPointerId(int)>
<android.webkit.WebBackForwardList: android.webkit.WebBackForwardList clone()>
<java.util.Locale: java.lang.String getDisplayLanguage()>
<org.json.JSONObject: int getInt(java.lang.String)>
<java.lang.Integer: java.lang.String toString()>
<android.view.MotionEvent: int getActionIndex()>
<java.net.URL: java.lang.Object getContent()>
<org.json.JSONArray: org.json.JSONObject getJSONObject(int)>
<android.util.SparseBooleanArray: android.util.SparseBooleanArray clone()>
<android.content.ContentResolver: java.lang.String getType(android.net.Uri)>
<java.math.BigInteger: double doubleValue()>
<android.text.StaticLayout: int getLineCount()>
<android.view.MotionEvent: float getY(int)>
<java.lang.Class: java.lang.reflect.Field[] getDeclaredFields()>
<android.widget.TextView: int getInputType()>
